,NumberOfFatomsOnSameCarbon,NMR_Peak,SMILES,Compound name,Sovelnt_used_for_NMR
7_From_Review_36,1,-172,CCCCCC(C)F,2-fluoroheptane,CDCl3
10_From_Review_37,1,-182,CCCCCCCCCC(F)CCl,1-chloro-2-fluoroundecane,CDCl3
11_From_Review_38,1,-178,CCCCCCCCCCC(F)CBr,1-bromo-2-fluorododecane,CDCl3
11_From_Review_39,1,-171,CCCCCCCCCCC(F)CI,2-fluoro-1-iodododecane,CDCl3
0_From_Review_40,1,-198,FCC(Cl)(Cl)Cl,"1,1,1-trichloro-2-fluoroethane",CDCl3
0_From_Review_41,1,-208,FCC(Cl)Cl,"1,1-dichloro-2-fluoroethane",CDCl3
0_From_Review_42,1,-223,FCC(F)c1ccccc1,"(1,2-difluoroethyl)benzene",CDCl3
3_From_Review_42,1,-183,FCC(F)c1ccccc1,"(1,2-difluoroethyl)benzene",CDCl3
2_From_Review_43,1,-126,OC(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,3,3-heptafluoropropan-2-ol",CDCl3
4_From_Review_43,3,-83,OC(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,3,3-heptafluoropropan-2-ol",CDCl3
5_From_Review_43,3,-83,OC(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,3,3-heptafluoropropan-2-ol",CDCl3
6_From_Review_43,3,-83,OC(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,3,3-heptafluoropropan-2-ol",CDCl3
8_From_Review_43,3,-83,OC(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,3,3-heptafluoropropan-2-ol",CDCl3
9_From_Review_43,3,-83,OC(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,3,3-heptafluoropropan-2-ol",CDCl3
10_From_Review_43,3,-83,OC(F)(C(F)(F)F)C(F)(F)F,"1,1,1,2,3,3,3-heptafluoropropan-2-ol",CDCl3
4_From_Review_44,1,-158,O=C(OCF)c1cccc2ccccc12,fluoromethyl 1-naphthoate,CDCl3
10_From_Review_45,1,-152,CCCCCCCCOCF,1-(fluoromethoxy)octane,CDCl3
0_From_Review_46,1,-149,FCOc1ccccc1,(fluoromethoxy)benzene,CDCl3
9_From_Review_47,1,-121,CCCCCCCCC(F)Oc1ccccc1,((1-fluorononyl)oxy)benzene,CDCl3
9_From_Review_48,1,-129,CCCCCCCCC(F)OC(C)=O,1-fluorononyl acetate,CDCl3
9_From_Review_49,1,-119,CCCCCCCCC(F)OS(=O)(=O)C(F)(F)F,1-fluorononyl trifluoromethanesulfonate,CDCl3
15_From_Review_49,3,,CCCCCCCCC(F)OS(=O)(=O)C(F)(F)F,1-fluorononyl trifluoromethanesulfonate,CDCl3
16_From_Review_49,3,,CCCCCCCCC(F)OS(=O)(=O)C(F)(F)F,1-fluorononyl trifluoromethanesulfonate,CDCl3
17_From_Review_49,3,,CCCCCCCCC(F)OS(=O)(=O)C(F)(F)F,1-fluorononyl trifluoromethanesulfonate,CDCl3
0_From_Review_50,1,-182,FCSc1ccccc1,(fluoromethyl)(phenyl)sulfane,CDCl3
3_From_Review_51,1,-189,CSCF,(fluoromethyl)(methyl)sulfane,CDCl3
14_From_Review_52,1,-184,CCCCCCCCCCCCSCF,dodecyl(fluoromethyl)sulfane,CDCl3
5_From_Review_53,1,-142,CCSC(C)F,(1l2-ethyl)(ethyl)sulfane hydrofluoride,CDCl3
3_From_Review_54,1,-108,CC(C)(F)Sc1ccccc1,(2-fluoropropan-2-yl)(phenyl)sulfane,CDCl3
9_From_Review_55,1,-154,CCCCCCCCC(F)SC(=S)OCC,O-ethyl S-(1-fluorononyl) carbonodithioate,CDCl3
9_From_Review_56,1,-145,CCCCCCCCC(F)Sc1ccccc1,(1-fluorononyl)(phenyl)sulfane,CDCl3
7_From_Review_57,1,-112,CCCCCCC(F)SC,(1-fluoroheptyl)(methyl)sulfane,CDCl3
3_From_Review_58,1,-213,O=S(CF)c1ccccc1,((fluoromethyl)sulfinyl)benzene,CDCl3
4_From_Review_59,1,-212,O=S(=O)(CF)Cc1ccccc1,(((fluoromethyl)sulfonyl)methyl)benzene,CDCl3
4_From_Review_60,1,-211,O=S(=O)(CF)c1ccccc1,((fluoromethyl)sulfonyl)benzene,CDCl3
4_From_Review_61,1,-223,COCCF,1-fluoro-2-methoxyethane,CDCl3
3_From_Review_62,1,-227,OCCF,2-fluoroethan-1-ol,CDCl3
6_From_Review_63,1,-191,CCCC(O)C(F)CCC,5-fluorooctan-4-ol,CDCl3
2_From_Review_64,1,-173,CC(F)CCO,3-fluorobutan-1-ol,CDCl3
4_From_Review_65,1,-137,O=[N+]([O-])C(F)c1ccccc1,(fluoro(nitro)methyl)benzene,CDCl3
6_From_Review_66,1,-211,CCOC(=O)C(F)P(=O)(OCC)OCC,ethyl 2-(diethoxyphosphoryl)-2-fluoroacetate,CDCl3
7_From_Review_67,1,-210,CCCCCCC(F)P(=O)(OCC)OCC,diethyl (1-fluoroheptyl)phosphonate,CDCl3
9_From_Review_68,1,-228,CCOP(=O)(OCC)C(F)P(=O)(OCC)OCC,tetraethyl (fluoromethylene)bis(phosphonate),CDCl3
3_From_Review_69,1,-242,O=P(CF)(c1ccccc1)c1ccccc1,(fluoromethyl)diphenylphosphine oxide,CDCl3
8_From_Review_70,1,-69,Cc1cc(C)c(/P=C\F)c(C)c1,(Z)-(fluoromethylene)(mesityl)phosphane,CDCl3
4_From_Review_71,1,-158,C[Si](C)(C)F,fluorotrimethylsilane,CDCl3
3_From_Review_72,1,-232,O=CCF,2-fluoroacetaldehyde,CDCl3
4_From_Review_73,1,-226,CC(=O)CF,1-fluoropropan-2-one,CDCl3
5_From_Review_74,1,-228,CCC(=O)CF,1-fluorobutan-2-one,CDCl3
3_From_Review_75,1,-191,O=CC(F)c1ccccc1,2-fluoro-2-phenylacetaldehyde,CDCl3
4_From_Review_76,1,-183,CC(=O)C(F)c1ccccc1,1-fluoro-1-phenylpropan-2-one,CDCl3
5_From_Review_77,1,-190,CC(=O)C(C)F,3-fluorobutan-2-one,CDCl3
6_From_Review_78,1,-193,CCCC(=O)C(F)CCC,5-fluorooctan-4-one,CDCl3
7_From_Review_79,1,-188,O=C1CCCCC1F,2-fluorocyclohexan-1-one,CDCl3
6_From_Review_80,1,-194,O=C1CCCC1F,2-fluorocyclopentan-1-one,CDCl3
6_From_Review_81,1,-137,CCCC(C)(C)F,2-fluoro-2-methylpentane,CDCl3
3_From_Review_82,1,-144,CC(C)(F)C(=O)c1ccccc1,2-fluoro-2-methyl-1-phenylpropan-1-one,CDCl3
6_From_Review_83,1,-174,CCCCCC(F)c1ccccc1,(1-fluorohexyl)benzene,CDCl3
5_From_Review_84,1,-174,CC(=O)CC(F)c1ccccc1,4-fluoro-4-phenylbutan-2-one,CDCl3
7_From_Review_85,1,-134,CC(=O)CC(C)(C)F,4-fluoro-4-methylpentan-2-one,CDCl3
5_From_Review_86,1,-135,CC(=O)CC(F)Br,4-bromo-4-fluorobutan-2-one,CDCl3
6_From_Review_87,1,-230,CCOC(=O)CF,ethyl 2-fluoroacetate,CDCl3
7_From_Review_88,1,-220,CCOC(=O)CCF,ethyl 3-fluoropropanoate,CDCl3
7_From_Review_89,1,-185,CCOC(=O)C(C)F,ethyl 2-fluoropropanoate,CDCl3
6_From_Review_90,1,-194,CCOC(=O)C(F)CC,ethyl 2-fluorobutanoate,CDCl3
3_From_Review_91,1,-187,CCC(F)C(=O)N(C)C,"2-fluoro-N,N-dimethylbutanamide",CDCl3
6_From_Review_92,1,-180,CCOC(=O)C(F)c1ccccc1,ethyl 2-fluoro-2-phenylacetate,CDCl3
7_From_Review_93,1,-173,CCOC(=O)CC(F)c1ccccc1,ethyl 3-fluoro-3-phenylpropanoate,CDCl3
6_From_Review_94,1,-170,CCCCCC(F)c1ccccc1,(1-fluorohexyl)benzene,CDCl3
8_From_Review_95,1,-148,CCOC(=O)C(C)(C)F,ethyl 2-fluoro-2-methylpropanoate,CDCl3
6_From_Review_96,1,-151,CCOC(=O)C(F)Br,ethyl 2-bromo-2-fluoroacetate,CDCl3
6_From_Review_97,1,-133,CCOC(=O)C(F)OCC,ethyl 2-ethoxy-2-fluoroacetate,CDCl3
6_From_Review_98,1,-130,CCOC(=O)C(F)Oc1ccccc1,ethyl 2-fluoro-2-phenoxyacetate,CDCl3
6_From_Review_99,1,-163,CCOC(=O)C(F)SCC,ethyl 2-(ethylthio)-2-fluoroacetate,CDCl3
6_From_Review_100,1,-159,CCOC(=O)C(F)Sc1ccccc1,ethyl 2-fluoro-2-(phenylthio)acetate,CDCl3
6_From_Review_101,1,-65,CCOC(=O)C(F)(Br)Br,"ethyl 2,2-dibromo-2-fluoroacetate",CDCl3
6_From_Review_102,1,-58,CCOC(=O)C(F)(Br)Oc1ccccc1,ethyl 2-bromo-2-fluoro-2-phenoxyacetate,CDCl3
6_From_Review_103,1,-81,CCOC(=O)C(F)(Br)SCC,ethyl 2-bromo-2-(ethylthio)-2-fluoroacetate,CDCl3
6_From_Review_104,1,-84,CCOC(=O)C(F)(Br)Sc1ccccc1,ethyl 2-bromo-2-fluoro-2-(phenylthio)acetate,CDCl3
6_From_Review_105,1,-194,CCOC(=O)C(F)C(C)=O,ethyl 2-fluoro-3-oxobutanoate,CDCl3
6_From_Review_106,1,-191,CCOC(=O)C(F)C(=O)c1ccccc1,ethyl 2-fluoro-3-oxo-3-phenylpropanoate,CDCl3
6_From_Review_107,1,-196,CCOC(=O)C(F)C(=O)OCC,diethyl 2-fluoromalonate,CDCl3
2_From_Review_108,1,-182,CC(F)C#N,2-fluoropropanenitrile,CDCl3
3_From_Review_109,1,-232,N#CCF,2-fluoroacetonitrile,CDCl3
9_From_Review_110,1,-179,CCCCCCCCC(F)C#N,2-fluorodecanenitrile,CDCl3
3_From_Review_111,1,-168,N#CC(F)c1ccccc1,2-fluoro-2-phenylacetonitrile,CDCl3
3_From_Review_112,1,-167,N#CC(F)c1ccc2ccccc2c1,2-fluoro-2-(naphthalen-2-yl)acetonitrile,CDCl3
2_From_Review_113,1,-113,C=CF,fluoroethene,CDCl3
3_From_Review_114,1,-130,C/C=C/F,(E)-1-fluoroprop-1-ene,CDCl3
6_From_Review_115,1,-130,CCCC/C=C/F,(E)-1-fluorohex-1-ene,CDCl3
3_From_Review_116,1,-131,C/C=C\F,(Z)-1-fluoroprop-1-ene,CDCl3
6_From_Review_117,1,-131,CCCC/C=C\F,(Z)-1-fluorohex-1-ene,CDCl3
14_From_Review_118,1,-137,CCCCCCCCCCC/C(C)=C/F,(E)-1-fluoro-2-methyltridec-1-ene,CDCl3
3_From_Review_119,1,-88,C=C(C)F,2-fluoroprop-1-ene,CDCl3
8_From_Review_120,1,-111,CCCCCC/C=C(\F)CCCCCC,(Z)-7-fluorotetradec-7-ene,CDCl3
8_From_Review_121,1,-106,CCCCCC/C=C(/F)CCCCCC,(E)-7-fluorotetradec-7-ene,CDCl3
0_From_Review_122,1,-101,FC1=CCCCC1,1-fluorocyclohex-1-ene,CDCl3
0_From_Review_123,1,-125,FC1=CCCC1,1-fluorocyclopent-1-ene,CDCl3
0_From_Review_124,1,-85,FC1=CCC1,1-fluorocyclobut-1-ene,CDCl3
4_From_Review_125,1,-127,C=C/C=C/F,"(E)-1-fluorobuta-1,3-diene",CDCl3
4_From_Review_126,1,-126,C=C/C=C\F,"(Z)-1-fluorobuta-1,3-diene",CDCl3
0_From_Review_127,1,-130,F/C=C/c1ccccc1,(E)-(2-fluorovinyl)benzene,CDCl3
0_From_Review_128,1,-123,F/C=C\c1ccccc1,(Z)-(2-fluorovinyl)benzene,CDCl3
8_From_Review_129,1,-105.5,COc1ccc(/C=C(/F)C#Cc2ccccc2)cc1,(E)-1-(2-fluoro-4-phenylbut-1-en-3-yn-1-yl)-4-methoxybenzene,CDCl3
8_From_Review_130,1,-107.4,COc1ccc(/C=C(\F)C#Cc2ccccc2)cc1,(E)-1-(2-fluoro-4-phenylbut-1-en-3-yn-1-yl)-4-methoxybenzene,CDCl3
4_From_Review_131,1,-120,C=CC(=C)F,"2-fluorobuta-1,3-diene",CDCl3
2_From_Review_132,1,-120,C=C(F)c1ccccc1,(1-fluorovinyl)benzene,CDCl3
0_From_Review_133,1,-125,F/C=C/COCc1ccccc1,(E)-(((3-fluoroallyl)oxy)methyl)benzene,CDCl3
0_From_Review_134,1,-126,F/C=C\COCc1ccccc1,(Z)-(((3-fluoroallyl)oxy)methyl)benzene,CDCl3
7_From_Review_135,1,-123,CC(=O)OC/C=C/F,(E)-3-fluoroallyl acetate,CDCl3
7_From_Review_136,1,-125,CC(=O)OC/C=C\F,(Z)-3-fluoroallyl acetate,CDCl3
5_From_Review_137,1,-106,CCCC/C(F)=C/CO,(Z)-3-fluorohept-2-en-1-ol,CDCl3
4_From_Review_138,1,-118,OC/C=C(\F)c1ccccc1,(Z)-3-fluoro-3-phenylprop-2-en-1-ol,CDCl3
4_From_Review_139,1,-98,OC/C=C(/F)c1ccccc1,(E)-3-fluoro-3-phenylprop-2-en-1-ol,CDCl3
2_From_Review_140,1,-108,C=C(F)CO,2-fluoroprop-2-en-1-ol,CDCl3
3_From_Review_141,1,-114,OC/C(F)=C/c1ccccc1,(E)-2-fluoro-3-phenylprop-2-en-1-ol,CDCl3
3_From_Review_142,1,-109,OC/C(F)=C\c1ccccc1,(E)-2-fluoro-3-phenylprop-2-en-1-ol,CDCl3
0_From_Review_143,1,-124,F/C=C/CBr,(E)-3-bromo-1-fluoroprop-1-ene,CDCl3
0_From_Review_144,1,-125,F/C=C\CBr,(Z)-3-bromo-1-fluoroprop-1-ene,CDCl3
2_From_Review_145,1,-101,C=C(F)CCl,3-chloro-2-fluoroprop-1-ene,CDCl3
2_From_Review_146,1,-97,C=C(F)CI,2-fluoro-3-iodoprop-1-ene,CDCl3
2_From_Review_147,1,-68,C=C(F)Cl,1-chloro-1-fluoroethene,CDCl3
0_From_Review_148,1,-131,F/C=C/Cl,(E)-1-chloro-2-fluoroethene,CDCl3
0_From_Review_149,1,-128,F/C=C\Cl,(E)-1-chloro-2-fluoroethene,CDCl3
0_From_Review_150,1,-122,FC=C(Cl)Cl,"1,1-dichloro-2-fluoroethene",CDCl3
0_From_Review_151,1,-80,FC(Cl)=C(Cl)Cl,"1,1,2-trichloro-2-fluoroethene",CDCl3
0_From_Review_152,1,-188,F/C=C(/F)OC(F)(F)F,"(E)-1,2-difluoro-1-(trifluoromethoxy)ethene",CDCl3
3_From_Review_152,1,-132,F/C=C(/F)OC(F)(F)F,"(E)-1,2-difluoro-1-(trifluoromethoxy)ethene",CDCl3
6_From_Review_152,3,-62,F/C=C(/F)OC(F)(F)F,"(E)-1,2-difluoro-1-(trifluoromethoxy)ethene",CDCl3
7_From_Review_152,3,-62,F/C=C(/F)OC(F)(F)F,"(E)-1,2-difluoro-1-(trifluoromethoxy)ethene",CDCl3
8_From_Review_152,3,-62,F/C=C(/F)OC(F)(F)F,"(E)-1,2-difluoro-1-(trifluoromethoxy)ethene",CDCl3
0_From_Review_153,1,-180,F/C=C(\F)OC(F)(F)F,"(Z)-1,2-difluoro-1-(trifluoromethoxy)ethene",CDCl3
3_From_Review_153,1,-105,F/C=C(\F)OC(F)(F)F,"(Z)-1,2-difluoro-1-(trifluoromethoxy)ethene",CDCl3
6_From_Review_153,3,-63,F/C=C(\F)OC(F)(F)F,"(Z)-1,2-difluoro-1-(trifluoromethoxy)ethene",CDCl3
7_From_Review_153,3,-63,F/C=C(\F)OC(F)(F)F,"(Z)-1,2-difluoro-1-(trifluoromethoxy)ethene",CDCl3
8_From_Review_153,3,-63,F/C=C(\F)OC(F)(F)F,"(Z)-1,2-difluoro-1-(trifluoromethoxy)ethene",CDCl3
3_From_Review_154,1,-88,CO/C(F)=C\c1ccccc1,(E)-(2-fluoro-2-methoxyvinyl)benzene,CDCl3
5_From_Review_155,1,-160,CCCC/C(F)=C\F,"(E)-1,2-difluorohex-1-ene",CDCl3
7_From_Review_155,1,-184,CCCC/C(F)=C\F,"(E)-1,2-difluorohex-1-ene",CDCl3
0_From_Review_156,1,-174,F/C=C(/F)Cl,"(Z)-1-chloro-1,2-difluoroethene",CDCl3
3_From_Review_156,1,-130,F/C=C(/F)Cl,"(Z)-1-chloro-1,2-difluoroethene",CDCl3
0_From_Review_157,1,-156,F/C=C(\F)Cl,"(E)-1-chloro-1,2-difluoroethene",CDCl3
3_From_Review_157,1,-105,F/C=C(\F)Cl,"(E)-1-chloro-1,2-difluoroethene",CDCl3
0_From_Review_158,1,-120,F/C(Cl)=C(/F)Cl,"(E)-1,2-dichloro-1,2-difluoroethene",CDCl3
4_From_Review_158,1,-120,F/C(Cl)=C(/F)Cl,"(E)-1,2-dichloro-1,2-difluoroethene",CDCl3
0_From_Review_159,1,-106,F/C(Cl)=C(\F)Cl,"(E)-1,2-dichloro-1,2-difluoroethene",CDCl3
4_From_Review_159,1,-106,F/C(Cl)=C(\F)Cl,"(E)-1,2-dichloro-1,2-difluoroethene",CDCl3
0_From_Review_160,1,-159,F/C=C(/F)I,"(Z)-1,2-difluoro-1-iodoethene",CDCl3
3_From_Review_160,1,-134,F/C=C(/F)I,"(Z)-1,2-difluoro-1-iodoethene",CDCl3
0_From_Review_161,1,-136,F/C=C(\F)I,"(E)-1,2-difluoro-1-iodoethene",CDCl3
3_From_Review_161,1,-109,F/C=C(\F)I,"(E)-1,2-difluoro-1-iodoethene",CDCl3
0_From_Review_162,1,-175,F/C=C(/F)c1ccccc1,"(E)-(1,2-difluorovinyl)benzene",CDCl3
3_From_Review_162,1,-167,F/C=C(/F)c1ccccc1,"(E)-(1,2-difluorovinyl)benzene",CDCl3
0_From_Review_163,1,-165,F/C=C(\F)c1ccccc1,"(E)-(1,2-difluorovinyl)benzene",CDCl3
3_From_Review_163,1,-143,F/C=C(\F)c1ccccc1,"(E)-(1,2-difluorovinyl)benzene",CDCl3
0_From_Review_164,1,-101,F/C(I)=C(\F)c1ccccc1,"(E)-(1,2-difluoro-2-iodovinyl)benzene",CDCl3
4_From_Review_164,1,-109,F/C(I)=C(\F)c1ccccc1,"(E)-(1,2-difluoro-2-iodovinyl)benzene",CDCl3
2_From_Review_165,1,-145,C/C(F)=C(\F)CO,"(E)-2,3-difluorobut-2-en-1-ol",CDCl3
4_From_Review_165,1,-134,C/C(F)=C(\F)CO,"(E)-2,3-difluorobut-2-en-1-ol",CDCl3
2_From_Review_166,1,-127,C/C(F)=C(/F)CO,"(Z)-2,3-difluorobut-2-en-1-ol",CDCl3
4_From_Review_166,1,-148,C/C(F)=C(/F)CO,"(Z)-2,3-difluorobut-2-en-1-ol",CDCl3
3_From_Review_167,1,-152,OC/C(F)=C(/F)Cl,"(E)-3-chloro-2,3-difluoroprop-2-en-1-ol",CDCl3
5_From_Review_167,1,-122,OC/C(F)=C(/F)Cl,"(E)-3-chloro-2,3-difluoroprop-2-en-1-ol",CDCl3
3_From_Review_168,1,-141,OC/C(F)=C(\F)Cl,"(Z)-3-chloro-2,3-difluoroprop-2-en-1-ol",CDCl3
5_From_Review_168,1,-104,OC/C(F)=C(\F)Cl,"(Z)-3-chloro-2,3-difluoroprop-2-en-1-ol",CDCl3
13_From_Review_169,1,-112,CCCCCCCCOC(=O)/C=C/F,octyl (E)-3-fluoroacrylate,CDCl3
8_From_Review_170,1,-117,CCCCCC/C(=C\F)C(=O)OC,methyl (E)-2-(fluoromethylene)octanoate,CDCl3
5_From_Review_171,1,-82,CCCC/C(F)=C/C(=O)CC,(Z)-5-fluoronon-4-en-3-one,CDCl3
5_From_Review_172,1,-78,CCCC/C(F)=C\C(=O)CC,(E)-5-fluoronon-4-en-3-one,CDCl3
3_From_Review_173,1,-73,CC/C(F)=C\C(=O)O,(E)-3-fluoropent-2-enoic acid,CDCl3
5_From_Review_174,1,-76,CCCC/C(F)=C\C(=O)OC,methyl (E)-3-fluorohept-2-enoate,CDCl3
5_From_Review_175,1,-79,CCCC/C(F)=C/C(=O)OC,methyl (E)-3-fluorohept-2-enoate,CDCl3
6_From_Review_176,1,-97,COC(=O)/C=C(\F)c1ccccc1,methyl (Z)-3-fluoro-3-phenylacrylate,CDCl3
2_From_Review_177,1,-116,C=C(F)C(C)=O,3-fluorobut-3-en-2-one,CDCl3
2_From_Review_178,1,-117,C=C(F)C(=O)OCCCC,butyl 2-fluoroacrylate,CDCl3
6_From_Review_179,1,-126,CCOC(=O)/C(F)=C/c1ccccc1,[H]/C([H])=C(C(OCCCC)=O)\F,CDCl3
6_From_Review_180,1,-118,CCOC(=O)/C(F)=C\c1ccccc1,ethyl (E)-2-fluoro-3-phenylacrylate,CDCl3
9_From_Review_181,1,-130.6,CCCCCCC/C=C(\F)C(=O)OC(C)(C)C,tert-butyl (Z)-2-fluorodec-2-enoate,CDCl3
9_From_Review_182,1,-121.3,CCCCCCC/C=C(/F)C(=O)OC(C)(C)C,tert-butyl (E)-2-fluorodec-2-enoate,CDCl3
3_From_Review_183,1,-216,C=CCF,3-fluoroprop-1-ene,CDCl3
3_From_Review_184,1,-218,C#CCF,3-fluoroprop-1-yne,CDCl3
4_From_Review_185,1,-208,C/C=C/CF,(E)-1-fluorobut-2-ene,CDCl3
0_From_Review_186,1,-211,FC/C=C/c1ccccc1,(E)-(3-fluoroprop-1-en-1-yl)benzene,CDCl3
4_From_Review_187,1,-216,C=C(C)CF,3-fluoro-2-methylprop-1-ene,CDCl3
3_From_Review_188,1,-213,C=C(CF)c1ccccc1,(3-fluoroprop-1-en-2-yl)benzene,CDCl3
4_From_Review_189,1,-170,C=CC(C)F,3-fluorobut-1-ene,CDCl3
2_From_Review_190,1,-166,CC(F)/C=C/c1ccccc1,(E)-(3-fluorobut-1-en-1-yl)benzene,CDCl3
8_From_Review_191,1,-224,CCOC(=O)/C=C/CF,ethyl (E)-4-fluorobut-2-enoate,CDCl3
9_From_Review_192,1,-208,COc1ccc(/C=C/CF)cc1,(E)-1-(3-fluoroprop-1-en-1-yl)-4-methoxybenzene,CDCl3
0_From_Review_193,1,-210,FC/C=C/c1ccccc1,(E)-(3-fluoroprop-1-en-1-yl)benzene,CDCl3
8_From_Review_194,1,-214,Cc1ccc(/C=C/CF)cc1,(E)-1-(3-fluoroprop-1-en-1-yl)-4-methylbenzene,CDCl3
0_From_Review_195,1,-113,Fc1ccccc1,fluorobenzene,CDCl3
0_From_Review_196,1,-139,Fc1ccccc1F,"1,2-difluorobenzene",CDCl3
7_From_Review_196,1,-139,Fc1ccccc1F,"1,2-difluorobenzene",CDCl3
0_From_Review_197,1,-110,Fc1cccc(F)c1,"1,3-difluorobenzene",CDCl3
6_From_Review_197,1,-110,Fc1cccc(F)c1,"1,3-difluorobenzene",CDCl3
0_From_Review_198,1,-120,Fc1ccc(F)cc1,"1,4-difluorobenzene",CDCl3
5_From_Review_198,1,-120,Fc1ccc(F)cc1,"1,4-difluorobenzene",CDCl3
0_From_Review_199,1,-101,Fc1cc(F)cc(F)c1,"1,3,5-trifluorobenzene",CDCl3
4_From_Review_199,1,-101,Fc1cc(F)cc(F)c1,"1,3,5-trifluorobenzene",CDCl3
7_From_Review_199,1,-101,Fc1cc(F)cc(F)c1,"1,3,5-trifluorobenzene",CDCl3
0_From_Review_200,1,-162,Fc1c(F)c(F)c(F)c(F)c1F,perfluorobenzene,CDCl3
3_From_Review_200,1,-162,Fc1c(F)c(F)c(F)c(F)c1F,perfluorobenzene,CDCl3
5_From_Review_200,1,-162,Fc1c(F)c(F)c(F)c(F)c1F,perfluorobenzene,CDCl3
7_From_Review_200,1,-162,Fc1c(F)c(F)c(F)c(F)c1F,perfluorobenzene,CDCl3
9_From_Review_200,1,-162,Fc1c(F)c(F)c(F)c(F)c1F,perfluorobenzene,CDCl3
11_From_Review_200,1,-162,Fc1c(F)c(F)c(F)c(F)c1F,perfluorobenzene,CDCl3
8_From_Review_201,2,-116,CCCCCCCC(F)F,"1,1-difluorooctane",CDCl3
9_From_Review_201,2,-116,CCCCCCCC(F)F,"1,1-difluorooctane",CDCl3
6_From_Review_202,2,-119,C1CCC(C1)C(F)F,(difluoromethyl)cyclopentane,CDCl3
7_From_Review_202,2,-119,C1CCC(C1)C(F)F,(difluoromethyl)cyclopentane,CDCl3
4_From_Review_203,2,-93.3,CCC(C)(F)F,"2,2-difluorobutane",CDCl3
5_From_Review_203,2,-93.3,CCC(C)(F)F,"2,2-difluorobutane",CDCl3
3_From_Review_204,2,-102.4,CCC(F)(F)CC,"3,3-difluoropentane",CDCl3
4_From_Review_204,2,-102.4,CCC(F)(F)CC,"3,3-difluoropentane",CDCl3
6_From_Review_205,2,-102.2,CC(C)(C)C(C)(F)F,"2,2-difluoro-3,3-dimethylbutane",CDCl3
7_From_Review_205,2,-102.2,CC(C)(C)C(C)(F)F,"2,2-difluoro-3,3-dimethylbutane",CDCl3
4_From_Review_206,2,-120,CC(C)C(F)(F)C(C)C,"3,3-difluoro-2,4-dimethylpentane",CDCl3
5_From_Review_206,2,-120,CC(C)C(F)(F)C(C)C,"3,3-difluoro-2,4-dimethylpentane",CDCl3
6_From_Review_207,2,-113.8,CCOC(=O)C(F)(F)C(O)c1ccccc1,"ethyl 2,2-difluoro-3-hydroxy-3-phenylpropanoate",CDCl3
7_From_Review_207,2,-120.5,CCOC(=O)C(F)(F)C(O)c1ccccc1,"ethyl 2,2-difluoro-3-hydroxy-3-phenylpropanoate",CDCl3
0_From_Review_208,2,-50,FC(F)(Cl)c1ccc(C(F)(F)Cl)cc1,"1,4-bis(chlorodifluoromethyl)benzene",CDCl3
2_From_Review_208,2,-50,FC(F)(Cl)c1ccc(C(F)(F)Cl)cc1,"1,4-bis(chlorodifluoromethyl)benzene",CDCl3
9_From_Review_208,2,-50,FC(F)(Cl)c1ccc(C(F)(F)Cl)cc1,"1,4-bis(chlorodifluoromethyl)benzene",CDCl3
10_From_Review_208,2,-50,FC(F)(Cl)c1ccc(C(F)(F)Cl)cc1,"1,4-bis(chlorodifluoromethyl)benzene",CDCl3
0_From_Review_209,2,-46,FC(F)(Br)c1ccc(C(F)(F)Br)cc1,"1,4-bis(bromodifluoromethyl)benzene",CDCl3
2_From_Review_209,2,-46,FC(F)(Br)c1ccc(C(F)(F)Br)cc1,"1,4-bis(bromodifluoromethyl)benzene",CDCl3
9_From_Review_209,2,-46,FC(F)(Br)c1ccc(C(F)(F)Br)cc1,"1,4-bis(bromodifluoromethyl)benzene",CDCl3
10_From_Review_209,2,-46,FC(F)(Br)c1ccc(C(F)(F)Br)cc1,"1,4-bis(bromodifluoromethyl)benzene",CDCl3
2_From_Review_210,2,-46,CC(F)(F)Cl,"1-chloro-1,1-difluoroethane",CDCl3
3_From_Review_210,2,-46,CC(F)(F)Cl,"1-chloro-1,1-difluoroethane",CDCl3
9_From_Review_211,2,-49,CCCCCCCCC(F)(F)Cl,"1-chloro-1,1-difluorononane",CDCl3
10_From_Review_211,2,-49,CCCCCCCCC(F)(F)Cl,"1-chloro-1,1-difluorononane",CDCl3
6_From_Review_212,2,-44,CCCCCC(F)(F)Br,"1-bromo-1,1-difluorohexane",CDCl3
7_From_Review_212,2,-44,CCCCCC(F)(F)Br,"1-bromo-1,1-difluorohexane",CDCl3
0_From_Review_213,2,-39,FC(F)(I)CCI,"1,1-difluoro-1,3-diiodopropane",CDCl3
2_From_Review_213,2,-39,FC(F)(I)CCI,"1,1-difluoro-1,3-diiodopropane",CDCl3
0_From_Review_214,2,-120,FC(F)CCl,"2-chloro-1,1-difluoroethane",CDCl3
2_From_Review_214,2,-120,FC(F)CCl,"2-chloro-1,1-difluoroethane",CDCl3
0_From_Review_215,1,,FCC(F)F,"1,1,2-trifluoroethane",CDCl3
3_From_Review_215,2,-130,FCC(F)F,"1,1,2-trifluoroethane",CDCl3
